image_path,target
Chars74kDataset/Img\BadImag\Bmp\Sample010\img010-00001.png,9.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00013.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00281.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00046.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00289.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample002\img002-00032.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00458.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00239.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00151.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00147.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00076.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00335.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00035.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00003.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00043.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00170.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00050.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00018.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00046.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00045.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00057.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00019.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00048.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00056.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00030.png,58.0
Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00030.png,37.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00089.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00015.png,46.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00091.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00144.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00201.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00054.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00136.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00106.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00273.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00147.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00052.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00027.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00063.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00310.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00103.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00043.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00015.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00165.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00189.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00054.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00009.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00013.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00094.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00136.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00152.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00002.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00102.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00231.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00128.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00120.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00017.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00024.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00012.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00006.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00067.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00061.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00002.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00443.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00095.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00014.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00062.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00276.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00245.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00047.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00202.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00062.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00036.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00127.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00167.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00139.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample005\img005-00037.png,4.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00132.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00001.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00402.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00114.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00056.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00077.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00023.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00163.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00123.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00357.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample003\img003-00013.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00087.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00317.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00313.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00022.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00063.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00117.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00191.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00106.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00063.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00047.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00060.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00010.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00307.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00076.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00159.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00032.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00078.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00042.png,43.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00136.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00104.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00013.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00221.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00124.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00001.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00097.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00355.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00069.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00093.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00021.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00057.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00014.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00227.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00129.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00007.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00076.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00232.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00050.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00037.png,52.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00206.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00046.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00518.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample004\img004-00005.png,3.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00041.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00063.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00476.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00046.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00091.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00009.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00088.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00045.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00004.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00086.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00005.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00029.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00200.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00007.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample046\img046-00006.png,45.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00068.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00043.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00038.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00079.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00123.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00283.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00112.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00105.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00011.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00315.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00003.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00107.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00013.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00082.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00040.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample004\img004-00001.png,3.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00092.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00007.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00046.png,33.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00003.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00039.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00429.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00024.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00054.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00014.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00038.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00055.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample002\img002-00044.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00052.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00039.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00104.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00057.png,6.0
Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00002.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00006.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00049.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00251.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00073.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample059\img059-00005.png,58.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00291.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00162.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00094.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00113.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00062.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00005.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00160.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00018.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00126.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00184.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00002.png,51.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00049.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00065.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00031.png,58.0
Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00021.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00142.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00064.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00171.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00018.png,52.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00131.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00020.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00091.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00017.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00038.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00225.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00049.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00205.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00060.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00046.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00029.png,42.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00018.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00010.png,41.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00086.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00056.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00018.png,60.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00032.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00064.png,54.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00157.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00085.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00028.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00193.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00036.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00356.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00188.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00105.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00089.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00036.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00023.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00027.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00138.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00138.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00053.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00344.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00102.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00036.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00108.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00010.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00066.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00151.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00033.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00430.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00118.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00171.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00089.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00219.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00003.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00002.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00171.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00179.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00015.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00293.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00040.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00070.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00002.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00045.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00158.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00080.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00035.png,52.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00032.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00039.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00135.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00053.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00003.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00004.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00292.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00019.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00093.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00259.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00175.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00007.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00062.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00333.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00243.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00207.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00298.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample008\img008-00047.png,7.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00064.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00071.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00032.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00123.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00006.png,61.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00025.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00066.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00028.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00006.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00017.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00051.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00062.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00034.png,42.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00057.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00054.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00090.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00185.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00138.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00304.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00315.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00157.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample001\img001-00031.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00198.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00333.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00020.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00097.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00174.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00042.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00065.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00025.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00024.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00008.png,46.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00036.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00092.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00007.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00009.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00021.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00024.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00064.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00017.png,42.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00346.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00097.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample009\img009-00031.png,8.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00060.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00014.png,37.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00031.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00048.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00001.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00054.png,33.0
Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00001.png,41.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00135.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00058.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00023.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00028.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00096.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00033.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00098.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00218.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00028.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00002.png,57.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00099.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00017.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00002.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00012.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00052.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00002.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00042.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00074.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00019.png,57.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00157.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00022.png,61.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00014.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00034.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00091.png,20.0
