,image_path,target
4888,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00198.png,13.0
219,Chars74kDataset/Img\BadImag\Bmp\Sample043\img043-00017.png,6.0
8261,Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00005.png,1.0
8239,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00288.png,13.0
10816,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00006.png,23.0
1398,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00013.png,11.0
7677,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00148.png,0.0
4380,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00006.png,15.0
8811,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00055.png,8.0
4866,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00052.png,14.0
4527,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00191.png,19.0
4220,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00012.png,20.0
2757,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00050.png,6.0
11391,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00080.png,1.0
865,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00102.png,8.0
6182,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00126.png,14.0
2324,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00028.png,17.0
11320,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00225.png,17.0
8989,Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00042.png,22.0
2416,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00499.png,0.0
11270,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00160.png,8.0
10384,Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00004.png,20.0
112,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00367.png,0.0
2829,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00078.png,0.0
9421,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00096.png,2.0
11106,Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00022.png,25.0
3292,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00085.png,15.0
4050,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00018.png,18.0
9499,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00233.png,8.0
3443,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00058.png,12.0
3193,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00078.png,13.0
3694,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00005.png,24.0
3963,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00026.png,4.0
2179,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00001.png,14.0
3157,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00043.png,19.0
5000,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00262.png,0.0
12225,Chars74kDataset/Img\GoodImg\Bmp\Sample042\img042-00007.png,5.0
11103,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00074.png,7.0
6584,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00035.png,17.0
7731,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00015.png,19.0
8435,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00227.png,0.0
3780,Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00037.png,3.0
7004,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00116.png,8.0
6717,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00145.png,4.0
1934,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00009.png,0.0
7909,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00047.png,8.0
1499,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00135.png,0.0
11164,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00022.png,0.0
4642,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00076.png,17.0
5472,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00040.png,4.0
511,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00212.png,19.0
3138,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00018.png,17.0
3413,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00027.png,0.0
829,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00082.png,19.0
11024,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00292.png,8.0
10880,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00232.png,0.0
2893,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00225.png,14.0
9069,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00057.png,2.0
5170,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00073.png,2.0
5026,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00221.png,4.0
7270,Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00022.png,10.0
3140,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00050.png,11.0
2285,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00020.png,1.0
4576,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00151.png,11.0
2358,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00224.png,17.0
2597,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00209.png,4.0
4979,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00306.png,0.0
3868,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00270.png,8.0
87,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00043.png,2.0
6435,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00053.png,17.0
8228,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00178.png,19.0
9690,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00311.png,4.0
2482,Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00032.png,15.0
8884,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00101.png,12.0
3212,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00259.png,13.0
418,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00015.png,5.0
5589,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00139.png,14.0
5010,Chars74kDataset/Img\GoodImg\Bmp\Sample046\img046-00013.png,9.0
10556,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00010.png,8.0
11535,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00001.png,0.0
5137,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00373.png,0.0
6069,Chars74kDataset/Img\GoodImg\Bmp\Sample042\img042-00023.png,5.0
8093,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00041.png,4.0
6358,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00069.png,23.0
6756,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00056.png,0.0
9682,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00004.png,3.0
2146,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00061.png,2.0
6176,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00161.png,3.0
10372,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00043.png,2.0
1786,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00027.png,12.0
584,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00047.png,4.0
10851,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00191.png,18.0
8608,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00141.png,13.0
5667,Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00014.png,5.0
8281,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00182.png,4.0
7702,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00099.png,13.0
1105,Chars74kDataset/Img\BadImag\Bmp\Sample060\img060-00007.png,23.0
4205,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00008.png,8.0
5001,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00121.png,14.0
10211,Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00037.png,15.0
8772,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00194.png,0.0
3310,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00014.png,4.0
10967,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00060.png,6.0
10580,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00086.png,6.0
11795,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00080.png,23.0
3720,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00175.png,18.0
4189,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00137.png,0.0
2421,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00003.png,3.0
7426,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00210.png,2.0
3287,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00014.png,22.0
7808,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00329.png,0.0
5146,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00022.png,19.0
6192,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00085.png,6.0
612,Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00017.png,15.0
237,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00179.png,4.0
3896,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00143.png,8.0
371,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00131.png,8.0
2743,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00132.png,13.0
10522,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00176.png,4.0
4585,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00040.png,2.0
9393,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00020.png,1.0
8860,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00132.png,0.0
4262,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00291.png,8.0
4529,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00168.png,8.0
4208,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00057.png,0.0
6573,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00243.png,14.0
11732,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00087.png,20.0
3856,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00131.png,4.0
1062,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00220.png,4.0
2644,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00012.png,3.0
6122,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00021.png,5.0
173,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00362.png,14.0
4111,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00032.png,3.0
9508,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00067.png,17.0
11379,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00091.png,7.0
18,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00035.png,20.0
10820,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00443.png,4.0
7323,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00166.png,11.0
1656,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00018.png,5.0
2712,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00037.png,3.0
4057,Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00003.png,15.0
8994,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00113.png,3.0
10943,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00113.png,8.0
7242,Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00047.png,25.0
9843,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00095.png,4.0
300,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00281.png,19.0
7066,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00097.png,19.0
8468,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00111.png,13.0
8442,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00166.png,3.0
3232,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00075.png,0.0
5583,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00063.png,14.0
10170,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00217.png,13.0
1654,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00176.png,14.0
4135,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00019.png,1.0
304,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00133.png,0.0
10041,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00067.png,20.0
8158,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00144.png,14.0
489,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00075.png,18.0
1088,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00076.png,8.0
10612,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00140.png,4.0
6328,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00143.png,7.0
2138,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00079.png,23.0
849,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00055.png,2.0
10710,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00058.png,17.0
27,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00096.png,13.0
10247,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00099.png,1.0
3517,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00289.png,18.0
7829,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00034.png,15.0
4191,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00161.png,2.0
4229,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00065.png,0.0
3736,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00007.png,4.0
11229,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00066.png,7.0
9410,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00398.png,0.0
4741,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00054.png,8.0
3067,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00057.png,13.0
8350,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00138.png,14.0
4558,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00003.png,18.0
251,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00162.png,0.0
10640,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00044.png,18.0
1648,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00048.png,20.0
1092,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00469.png,0.0
3276,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00114.png,13.0
3488,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00212.png,4.0
5292,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00015.png,8.0
10785,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00091.png,13.0
1606,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00027.png,20.0
7273,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00072.png,4.0
7463,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00134.png,8.0
8696,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00069.png,1.0
7716,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00148.png,17.0
6816,Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00034.png,7.0
6255,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00011.png,2.0
1883,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00063.png,11.0
2645,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00223.png,19.0
9767,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00010.png,20.0
3771,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00172.png,17.0
3335,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00363.png,4.0
8064,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00007.png,6.0
4398,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00260.png,0.0
2807,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00362.png,0.0
844,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00240.png,18.0
5019,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00208.png,4.0
2384,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00143.png,17.0
9199,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00071.png,6.0
11151,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00034.png,19.0
12345,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00033.png,2.0
7342,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00329.png,13.0
3271,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00228.png,14.0
5508,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00249.png,4.0
2026,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00141.png,4.0
5816,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00190.png,2.0
1509,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00082.png,14.0
2420,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00268.png,13.0
5849,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00303.png,18.0
9175,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00118.png,14.0
3120,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00031.png,2.0
12492,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00249.png,17.0
10529,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00252.png,0.0
1880,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00019.png,15.0
1466,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00117.png,11.0
5312,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00102.png,11.0
5043,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00097.png,13.0
3751,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00010.png,16.0
4654,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00039.png,19.0
1007,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00017.png,18.0
10429,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00015.png,14.0
7765,Chars74kDataset/Img\BadImag\Bmp\Sample058\img058-00003.png,21.0
6763,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00123.png,14.0
10431,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00035.png,8.0
4366,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00204.png,8.0
8202,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00036.png,17.0
1723,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00007.png,16.0
1650,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00258.png,4.0
9875,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00034.png,18.0
9989,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00006.png,12.0
9229,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00292.png,18.0
240,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00153.png,4.0
12380,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00098.png,4.0
9093,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00138.png,13.0
20,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00010.png,9.0
2185,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00044.png,20.0
5634,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00022.png,4.0
8297,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00112.png,8.0
350,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00083.png,3.0
7806,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00023.png,0.0
6487,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00168.png,4.0
5730,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00118.png,18.0
5344,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00068.png,8.0
10448,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00100.png,8.0
4132,Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00001.png,1.0
9722,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00243.png,0.0
10809,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00102.png,8.0
11243,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00046.png,8.0
5339,Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00028.png,21.0
12320,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00211.png,11.0
10990,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00138.png,14.0
2994,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00267.png,17.0
8837,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00205.png,8.0
4015,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00039.png,12.0
2005,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00241.png,14.0
5734,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00034.png,17.0
6396,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00235.png,4.0
2517,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00082.png,19.0
1815,Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00018.png,20.0
5666,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00033.png,6.0
10052,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00036.png,2.0
2704,Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00038.png,25.0
10779,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00048.png,11.0
12351,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00248.png,14.0
8646,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00237.png,8.0
1332,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00480.png,0.0
3560,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00003.png,17.0
9349,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00001.png,1.0
1008,Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00012.png,16.0
8679,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00075.png,11.0
4459,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00031.png,6.0
1746,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00007.png,22.0
11145,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00052.png,8.0
12270,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00027.png,6.0
2,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00288.png,8.0
5203,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00011.png,0.0
2569,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00073.png,20.0
7449,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00026.png,12.0
6437,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00353.png,0.0
10297,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00044.png,14.0
640,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00114.png,7.0
1891,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00380.png,17.0
11247,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00044.png,13.0
7641,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00004.png,8.0
8417,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00058.png,4.0
5441,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00014.png,14.0
3766,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00300.png,13.0
10727,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00287.png,4.0
1206,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00155.png,0.0
10991,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00053.png,11.0
2999,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00024.png,20.0
10266,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00055.png,11.0
8312,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00196.png,0.0
4927,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00155.png,19.0
9367,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00009.png,19.0
5618,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00293.png,4.0
1797,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00036.png,20.0
10296,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00029.png,2.0
5935,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00002.png,15.0
11819,Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00032.png,22.0
2678,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00071.png,0.0
705,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00053.png,4.0
4528,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00123.png,14.0
7877,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00007.png,5.0
5802,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00119.png,4.0
8527,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00050.png,14.0
5869,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00108.png,13.0
2241,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00019.png,16.0
4565,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00088.png,14.0
2686,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00205.png,17.0
6355,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00088.png,18.0
7938,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00039.png,8.0
10577,Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00023.png,21.0
10465,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00204.png,0.0
7862,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00014.png,1.0
3643,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00045.png,19.0
4266,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00031.png,21.0
1351,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00170.png,8.0
4940,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00111.png,17.0
9749,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00073.png,19.0
6063,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00114.png,17.0
7060,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00099.png,13.0
1004,Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00033.png,25.0
6626,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00062.png,15.0
